"Mois/Année","Jour","Groupe de produits","Produit","Prix TVA incl."
"OCT25","17OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.786
"OCT25","17OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.897
"OCT25","17OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.741
"OCT25","17OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.781
"OCT25","17OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.899
"OCT25","17OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","17OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","17OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","17OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","17OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","17OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","17OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","17OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","17OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","17OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","17OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","17OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","18OCT25","Essences","Essence 95 RON E5 (€/L)",1.647
"OCT25","18OCT25","Essences","Essence 95 RON E10 (€/L)",1.634
"OCT25","18OCT25","Essences","Essence 98 RON E5 (€/L)",1.709
"OCT25","18OCT25","Essences","Essence 98 RON E10 (€/L)",1.707
"OCT25","18OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","18OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","18OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","18OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","18OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","18OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.744
"OCT25","18OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.785
"OCT25","18OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.722
"OCT25","18OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.762
"OCT25","18OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.749
"OCT25","18OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.789
"OCT25","18OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.9
"OCT25","18OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.744
"OCT25","18OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.785
"OCT25","18OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.902
"OCT25","18OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","18OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","18OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","18OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","18OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","18OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","18OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","18OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","18OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","18OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","18OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","18OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","19OCT25","Essences","Essence 95 RON E5 (€/L)",1.647
"OCT25","19OCT25","Essences","Essence 95 RON E10 (€/L)",1.634
"OCT25","19OCT25","Essences","Essence 98 RON E5 (€/L)",1.709
"OCT25","19OCT25","Essences","Essence 98 RON E10 (€/L)",1.707
"OCT25","19OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","19OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","19OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","19OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","19OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","19OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.744
"OCT25","19OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.785
"OCT25","19OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.722
"OCT25","19OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.762
"OCT25","19OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.749
"OCT25","19OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.789
"OCT25","19OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.9
"OCT25","19OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.744
"OCT25","19OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.785
"OCT25","19OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.902
"OCT25","19OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","19OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","19OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","19OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","19OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","19OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","19OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","19OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","19OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","19OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","19OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","19OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","20OCT25","Essences","Essence 95 RON E5 (€/L)",1.647
"OCT25","20OCT25","Essences","Essence 95 RON E10 (€/L)",1.634
"OCT25","20OCT25","Essences","Essence 98 RON E5 (€/L)",1.709
"OCT25","20OCT25","Essences","Essence 98 RON E10 (€/L)",1.707
"OCT25","20OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.716
"OCT25","20OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.709
"OCT25","20OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","20OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","20OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.153
"OCT25","20OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.744
"OCT25","20OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.785
"OCT25","20OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.722
"OCT25","20OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.762
"OCT25","20OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.749
"OCT25","20OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.789
"OCT25","20OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.9
"OCT25","20OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.744
"OCT25","20OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.785
"OCT25","20OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.902
"OCT25","20OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","20OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","20OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","20OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","20OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","20OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","20OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","20OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","20OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","20OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","20OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","20OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","21OCT25","Essences","Essence 95 RON E5 (€/L)",1.647
"OCT25","21OCT25","Essences","Essence 95 RON E10 (€/L)",1.634
"OCT25","21OCT25","Essences","Essence 98 RON E5 (€/L)",1.709
"OCT25","21OCT25","Essences","Essence 98 RON E10 (€/L)",1.707
"OCT25","21OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.688
"OCT25","21OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.681
"OCT25","21OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.696
"OCT25","21OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.768
"OCT25","21OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.132
"OCT25","21OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.734
"OCT25","21OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.774
"OCT25","21OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.711
"OCT25","21OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.751
"OCT25","21OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.739
"OCT25","21OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.779
"OCT25","21OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.89
"OCT25","21OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.734
"OCT25","21OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.774
"OCT25","21OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.892
"OCT25","21OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.861
"OCT25","21OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.821
"OCT25","21OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.975
"OCT25","21OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.891
"OCT25","21OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.851
"OCT25","21OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",1.005
"OCT25","21OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.676
"OCT25","21OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.766
"OCT25","21OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.827
"OCT25","21OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.803
"OCT25","21OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.713
"OCT25","21OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","22OCT25","Essences","Essence 95 RON E5 (€/L)",1.647
"OCT25","22OCT25","Essences","Essence 95 RON E10 (€/L)",1.634
"OCT25","22OCT25","Essences","Essence 98 RON E5 (€/L)",1.709
"OCT25","22OCT25","Essences","Essence 98 RON E10 (€/L)",1.707
"OCT25","22OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.688
"OCT25","22OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.681
"OCT25","22OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.696
"OCT25","22OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.768
"OCT25","22OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.132
"OCT25","22OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.742
"OCT25","22OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.782
"OCT25","22OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.719
"OCT25","22OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.759
"OCT25","22OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.747
"OCT25","22OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.787
"OCT25","22OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.898
"OCT25","22OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.742
"OCT25","22OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.782
"OCT25","22OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.9
"OCT25","22OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.847
"OCT25","22OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.807
"OCT25","22OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.961
"OCT25","22OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.876
"OCT25","22OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.836
"OCT25","22OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",0.99
"OCT25","22OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.653
"OCT25","22OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.743
"OCT25","22OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.804
"OCT25","22OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.778
"OCT25","22OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.688
"OCT25","22OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","23OCT25","Essences","Essence 95 RON E5 (€/L)",1.653
"OCT25","23OCT25","Essences","Essence 95 RON E10 (€/L)",1.644
"OCT25","23OCT25","Essences","Essence 98 RON E5 (€/L)",1.667
"OCT25","23OCT25","Essences","Essence 98 RON E10 (€/L)",1.663
"OCT25","23OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.688
"OCT25","23OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.681
"OCT25","23OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.696
"OCT25","23OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.768
"OCT25","23OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.132
"OCT25","23OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.747
"OCT25","23OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.787
"OCT25","23OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.724
"OCT25","23OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.764
"OCT25","23OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.752
"OCT25","23OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.792
"OCT25","23OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.903
"OCT25","23OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.747
"OCT25","23OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.787
"OCT25","23OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.905
"OCT25","23OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.847
"OCT25","23OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.807
"OCT25","23OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.961
"OCT25","23OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.876
"OCT25","23OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.836
"OCT25","23OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",0.99
"OCT25","23OCT25","Propane","Propane en vrac (à partir de 2000 l) (€/L)",0.653
"OCT25","23OCT25","Propane","Propane en vrac (moins de 2000 l) (€/L)",0.743
"OCT25","23OCT25","Butane + LPG","Autogas LPG (à la pompe) (€/L)",0.804
"OCT25","23OCT25","Butane + LPG","Autogas LPG (moins de 2000 l) (€/L)",0.778
"OCT25","23OCT25","Butane + LPG","Autogas LPG (à partir de 2000 l) (€/L)",0.688
"OCT25","23OCT25","Fuel Oil","Fuel oil extra lourd 1% S (en camion citerne) (€/T)",
"OCT25","24OCT25","Essences","Essence 95 RON E5 (€/L)",1.653
"OCT25","24OCT25","Essences","Essence 95 RON E10 (€/L)",1.644
"OCT25","24OCT25","Essences","Essence 98 RON E5 (€/L)",1.667
"OCT25","24OCT25","Essences","Essence 98 RON E10 (€/L)",1.663
"OCT25","24OCT25","Gasoil Diesel routier","Diesel B7 (€/L)",1.72
"OCT25","24OCT25","Gasoil Diesel routier","Diesel B10 (€/L)",1.712
"OCT25","24OCT25","Gasoil Diesel routier","Diesel B20 (€/L)",1.726
"OCT25","24OCT25","Gasoil Diesel routier","Diesel B30 (€/L)",1.799
"OCT25","24OCT25","Gasoil Diesel routier","Diesel XTL (€/L)",3.266
"OCT25","24OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (à partir de 2000 l) (€/L)",0.763
"OCT25","24OCT25","Gasoil Diesel (application chauffage)","Gasoil Diesel Chauffage (moins de 2000 l) (€/L)",0.803
"OCT25","24OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (à partir de 2000 l) (€/L)",0.74
"OCT25","24OCT25","Gasoil Diesel (application agriculture)","Gasoil Diesel Agriculture (moins de 2000 l) (€/L)",0.78
"OCT25","24OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à partir de 2000 l) (€/L)",0.767
"OCT25","24OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (moins de 2000 l) (€/L)",0.808
"OCT25","24OCT25","Gasoil Diesel (application I&C)","Gasoil Diesel I&C (à la pompe) (€/L)",0.919
"OCT25","24OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à partir de 2000 l) (€/L)",0.763
"OCT25","24OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (moins de 2000 l) (€/L)",0.803
"OCT25","24OCT25","Gasoil de chauffage","Gasoil chauffage (H0/H7) (à la pompe) (€/L)",0.92
"OCT25","24OCT25","Pétrole lampant","Petrole lampant type B (moins de 2000 l) (€/L)",0.847
"OCT25","24OCT25","Pétrole lampant","Petrole lampant type B (à partir de 2000 l) (€/L)",0.807
"OCT25","24OCT25","Pétrole lampant","Petrole lampant type B (à la pompe) (€/L)",0.961
"OCT25","24OCT25","Pétrole lampant","Petrole lampant type C (moins de 2000 l) (€/L)",0.876
"OCT25","24OCT25","Pétrole lampant","Petrole lampant type C (à partir de 2000 l) (€/L)",0.836
"OCT25","24OCT25","Pétrole lampant","Petrole lampant type C (à la pompe) (€/L)",0.99
